-9.032006504850780004e+01,-9.252014860661113005e+01,-9.974268383338218769e+01,-9.242179686189754761e+01,-9.268391960010549724e+01,-9.161063552252838349e+01,-9.331213889381287174e+01,-9.755764256543244528e+01,-9.996184365192210919e+01,-9.554918700564587652e+01,-9.172476421406520330e+01,-9.307357451184948616e+01,-9.636906642175543425e+01,-9.376826011959290952e+01,-9.103944874891598715e+01,-9.700046828798016918e+01,-1.012617640840483091e+02,-9.431028992338008266e+01,-9.528004272302362665e+01,-1.041685026422449738e+02,-9.571528703750620082e+01,-9.539732431634166687e+01,-9.777135888418223431e+01,-9.860430107320112825e+01,-1.020402944993510630e+02,-1.073073578856703136e+02,-9.975091142104966480e+01,-9.723135141540157633e+01,-9.815922322563937996e+01,-1.012157184398410124e+02,-9.633922885004702152e+01,-9.510389415114299538e+01,-9.976348213130691533e+01,-1.035147060812299742e+02,-9.608307009430200196e+01,-9.646399676343975216e+01,-1.043707614472790226e+02,-9.629377366750776446e+01,-9.628318095463320958e+01,-9.880714438401152222e+01,-9.927187449452516432e+01,-1.028852761997758876e+02,-1.072563461479770268e+02,-1.003896302940922567e+02,-9.758491739036483636e+01,-9.820847384213081455e+01,-1.018365728841253883e+02,-9.663377127290408453e+01,-9.505915919903279132e+01,-1.018727468802271972e+02,-1.042047189090082639e+02,-1.030254049216326280e+02,-1.026823257077175953e+02,-1.092191047203869658e+02,-1.058813766374036760e+02,-1.027922542576085334e+02,-1.014028540889613623e+02,-1.038020528843420038e+02,-1.073089597664776278e+02,-1.096253682949137840e+02,-1.066615474089779525e+02,-1.048411580698347620e+02,-1.050348828025143462e+02,-1.088065436086368010e+02,-1.071696964038143847e+02,-1.019120154292411087e+02,-1.066957893310647307e+02,-1.116873510367483675e+02,-1.076099488890576623e+02,-1.065936819136674245e+02,-1.166109007602533012e+02,-1.091942004783352331e+02,-1.058195969545973156e+02,-1.038362782856198123e+02,-1.068580940958723176e+02,-1.118257532089048141e+02,-1.147919591015367757e+02,-1.113699719400849659e+02,-1.068442747991098258e+02,-1.115013136428694622e+02,-1.148540157567408926e+02,-1.103252368363366571e+02,-1.037682485626605882e+02,-1.097551665988550837e+02,-1.172014086669558708e+02
-9.227844186866174425e+01,-9.181436706578308815e+01,-9.922309102581075990e+01,-9.327413261338259076e+01,-9.258286793989579166e+01,-8.946990716696203094e+01,-9.229087334489872774e+01,-9.735463996601041003e+01,-1.005567025256939928e+02,-9.488011999186791456e+01,-9.045713768589334336e+01,-9.299800283539997281e+01,-9.684577545227038797e+01,-9.419871593176219449e+01,-9.152689831387374397e+01,-9.760848959403358549e+01,-1.013739598706850700e+02,-9.671857692157657027e+01,-9.636681118760874654e+01,-1.013385194942811296e+02,-9.566533333852927967e+01,-9.509330214778671575e+01,-9.348230462917186401e+01,-9.525297827218557245e+01,-9.945318562156418807e+01,-1.028974589313799299e+02,-9.806114869941507095e+01,-9.397313536363616038e+01,-9.592012130100164313e+01,-9.976567015868175758e+01,-9.625072718693627394e+01,-9.595425397943736812e+01,-1.009631419595317823e+02,-1.036434950339782688e+02,-9.877047047853734796e+01,-9.815286464853049608e+01,-1.026030034550033605e+02,-9.714318480602872796e+01,-9.653928616962596720e+01,-9.502438650018564203e+01,-9.674840305230733861e+01,-1.011360433486709951e+02,-1.048930348841475109e+02,-9.904742645829128378e+01,-9.551343464700894970e+01,-9.693744702885985021e+01,-1.010121022281953174e+02,-9.682149028911341304e+01,-9.576363740239975186e+01,-1.019782694196687203e+02,-1.038964125733013617e+02,-1.037290358559233283e+02,-1.029982945040124918e+02,-1.101306118679596295e+02,-1.057861310950081304e+02,-1.035543534104738228e+02,-1.012692165213409794e+02,-1.030751051581599143e+02,-1.066389304888549390e+02,-1.091974329276562941e+02,-1.063862363201130279e+02,-1.033321858521968579e+02,-1.043555482456464887e+02,-1.074737366389634303e+02,-1.053621766298377196e+02,-1.017583235675081283e+02,-1.057693926415337131e+02,-1.102871106829505123e+02,-1.074848320089914182e+02,-1.093634334822635594e+02,-1.141501672943879981e+02,-1.083726163485110732e+02,-1.056708625295505044e+02,-1.036869197955205379e+02,-1.085775948356222784e+02,-1.123405579287201874e+02,-1.146626479613165799e+02,-1.126805494490904636e+02,-1.079117596139630990e+02,-1.122520756020937256e+02,-1.121318280846596451e+02,-1.098817554774000342e+02,-1.054288451951507710e+02,-1.082036796458195056e+02,-1.160351837896102154e+02
-7.962441066180313953e+01,-9.508477274447584193e+01,-1.005239630308286962e+02,-9.348493958246430680e+01,-7.855949856016883359e+01,-8.700674394688505231e+01,-9.118879457537541100e+01,-9.605199416817926306e+01,-1.068194914509356295e+02,-9.595694388449165046e+01,-9.056868816472044159e+01,-9.365500816518397187e+01,-9.882104645739994453e+01,-9.457169669148987623e+01,-9.124256377265940898e+01,-9.482794465461233813e+01,-1.028668340516161237e+02,-8.461937444177945622e+01,-9.972590040064474692e+01,-1.020416647098424789e+02,-9.619814425821357418e+01,-8.361297039151536126e+01,-9.043719851517241182e+01,-9.283970791086738927e+01,-9.776407748127090258e+01,-1.043645382714552454e+02,-9.663928684138073777e+01,-9.166759921491637897e+01,-9.507986429813661289e+01,-9.968912257534401533e+01,-9.729673034133560350e+01,-9.254616857876231961e+01,-9.941752373381426366e+01,-1.015001041370651365e+02,-8.668173996904661749e+01,-9.979921808113074633e+01,-1.024613692701956040e+02,-9.715262833143012244e+01,-8.547664816682893729e+01,-9.133944931594245986e+01,-9.388854252356082952e+01,-9.831572909799849924e+01,-1.041205486335989576e+02,-9.698754802414130438e+01,-9.257225502594897648e+01,-9.593040022277349976e+01,-1.003382094252866779e+02,-9.799033837420822124e+01,-9.333942354696687005e+01,-1.003988744182513244e+02,-1.021939237935439309e+02,-1.014446901211178869e+02,-1.024665829146481428e+02,-1.090934135660049265e+02,-1.022966155036354223e+02,-1.009072230087610791e+02,-1.018799934107788516e+02,-1.026594330339675594e+02,-1.059189535248536203e+02,-1.088789620260469206e+02,-1.034351456078944693e+02,-1.021007244196137265e+02,-1.025369685485758424e+02,-1.055459219385719365e+02,-1.024621410844958831e+02,-1.011173212201432534e+02,-1.049522998617197231e+02,-1.083305743344019447e+02,-1.081419447254985329e+02,-1.089820866235825179e+02,-1.144050829989542137e+02,-1.078728582880654869e+02,-1.080327342942011200e+02,-1.048002487747975096e+02,-1.060798010683424906e+02,-1.121152794509579707e+02,-1.157986825575487728e+02,-1.113903649570792709e+02,-1.053542458002371518e+02,-1.087907242521770712e+02,-1.122544125569187941e+02,-1.096611866531096808e+02,-1.036186639734686281e+02,-1.087065349036084143e+02,-1.137738719142234203e+02
-8.103120253415353602e+01,-9.509768508130301257e+01,-1.006944265958829874e+02,-9.541582696180890366e+01,-7.986319200224873782e+01,-8.631523151776085001e+01,-9.187870183808993829e+01,-9.468193585680943158e+01,-1.037468720287753428e+02,-9.707142536503573638e+01,-9.259945583010403425e+01,-9.563672350564964120e+01,-9.859054804909527547e+01,-9.515917789286714878e+01,-9.062456076147054773e+01,-9.400494218632282184e+01,-9.906472180943165995e+01,-8.625261259135974967e+01,-9.561560614436866956e+01,-1.011964798037715667e+02,-9.676101677446544613e+01,-8.528883908148709736e+01,-9.012620215130705503e+01,-9.215263635501048611e+01,-9.534681022624856439e+01,-1.016145846962031527e+02,-9.680044971709483548e+01,-9.168082193633335919e+01,-9.478989666984102769e+01,-1.006921236468001979e+02,-9.680315896463181957e+01,-9.073833578494682683e+01,-9.708038042513194910e+01,-9.819810459422114945e+01,-8.857686452951890033e+01,-9.781607486579751765e+01,-1.022345493877556066e+02,-9.739476277710878094e+01,-8.741687965423412265e+01,-9.088306759318297168e+01,-9.255808175935200666e+01,-9.562066835426480793e+01,-1.014779701793095512e+02,-9.679269245566302970e+01,-9.195274169064438752e+01,-9.486433742778092437e+01,-1.005448586768778938e+02,-9.696151657713403438e+01,-9.157180324091562795e+01,-9.885412376137553281e+01,-9.847340553164238486e+01,-1.022029228497884503e+02,-1.018604405791974301e+02,-1.078433361794012058e+02,-1.015994227235808864e+02,-1.014456590744571685e+02,-9.971594439401307852e+01,-1.015279710161151314e+02,-1.060804546804824327e+02,-1.087374712105940233e+02,-1.033785651882488281e+02,-1.012712204727625362e+02,-1.018187673512683205e+02,-1.048111937851114988e+02,-1.020893999270295183e+02,-1.006596324175651915e+02,-1.049263496361182177e+02,-1.069877627839509131e+02,-1.097943115759560726e+02,-1.067982838439794051e+02,-1.154569625058449134e+02,-1.083470823554440443e+02,-1.087516814163606398e+02,-1.041504926530870705e+02,-1.058883909680525903e+02,-1.125883304941370540e+02,-1.155921757524709790e+02,-1.104199031293477873e+02,-1.048726337290305821e+02,-1.080806074615698549e+02,-1.133254159036542745e+02,-1.096155841174626460e+02,-1.028362535560262501e+02,-1.093430324235996522e+02,-1.142554966798266918e+02
-9.446883348748278308e+01,-9.456236962415236746e+01,-1.003891454158548981e+02,-9.486069234369306002e+01,-9.492088792043479373e+01,-9.111960896804828280e+01,-9.346909531470342358e+01,-9.852464949524676285e+01,-1.011165628923163524e+02,-9.699689874644303700e+01,-9.027913425378545753e+01,-9.212778213616250866e+01,-9.700555820000620599e+01,-9.394953395825854159e+01,-8.824753331448974336e+01,-9.505718193592787202e+01,-9.809938971264431018e+01,-9.527552064775397866e+01,-9.409881388841694161e+01,-1.002827136210931656e+02,-9.699690276128492883e+01,-9.473412045292965900e+01,-9.178700052945470134e+01,-9.297755675128070152e+01,-9.697384085881768101e+01,-1.031273046625753125e+02,-9.683485808524787330e+01,-9.026757375033902520e+01,-9.241079510952309306e+01,-9.922655626233387238e+01,-9.524276704665635407e+01,-8.860392276968676128e+01,-9.810388375529342397e+01,-9.810397912721636260e+01,-9.570559747024223896e+01,-9.478853706431837622e+01,-1.007905681093210717e+02,-9.726824842208628752e+01,-9.463690677929514550e+01,-9.266397792967994462e+01,-9.342842273284409771e+01,-9.709371311723126041e+01,-1.031141256548987712e+02,-9.716446981978891984e+01,-9.141005962904456794e+01,-9.297935257782307872e+01,-9.969077326416658025e+01,-9.564386037575178534e+01,-9.074098312408382583e+01,-9.977526345068513081e+01,-9.874700573967385253e+01,-1.034818913371200750e+02,-1.014785173385622130e+02,-1.074586239748809504e+02,-1.017622842844153723e+02,-1.030963995970003708e+02,-9.957493639334450108e+01,-1.025377558616450102e+02,-1.076063878352454850e+02,-1.097277965730585692e+02,-1.043134344537290019e+02,-1.018499308796880882e+02,-1.031444499698260984e+02,-1.062778790518330823e+02,-1.017400340768133162e+02,-9.969429169684046599e+01,-1.059611092851411769e+02,-1.087772205648043808e+02,-1.092114563430061338e+02,-1.070913140620862691e+02,-1.155756145722294690e+02,-1.085835345706478989e+02,-1.070330471505145056e+02,-1.042368979334510186e+02,-1.066933826835574166e+02,-1.134515287766696758e+02,-1.157439785431662784e+02,-1.108071438381085869e+02,-1.075278765233437639e+02,-1.099825940022336113e+02,-1.133366128576338809e+02,-1.090332298243069147e+02,-1.041467372348343901e+02,-1.080992688864385087e+02,-1.143439596861839078e+02
-9.455313294366165167e+01,-9.233491475605713106e+01,-9.729763823317904325e+01,-9.562557536456699836e+01,-9.521700462436656665e+01,-9.157724894419965267e+01,-9.456563641579651858e+01,-1.000211774773014923e+02,-1.010988355285890208e+02,-9.680644206471181690e+01,-8.962056126157065705e+01,-9.135344201639705375e+01,-9.604307812486375440e+01,-9.406772405975240758e+01,-8.782561437458886644e+01,-9.589498885318805321e+01,-9.772774601194416277e+01,-9.785719123641564465e+01,-9.486956062597865014e+01,-1.002854689089674594e+02,-9.751198808251716343e+01,-9.825972330015771661e+01,-9.358103925939303736e+01,-9.560311514901013652e+01,-1.006061670733598703e+02,-1.055015330131807616e+02,-9.680647210112331891e+01,-9.108073621265896236e+01,-9.248171603522774831e+01,-9.918904547009157113e+01,-9.534523958631152141e+01,-8.901466662115464601e+01,-1.004148336408368323e+02,-9.898225420808526565e+01,-9.830504086230052962e+01,-9.546300949401791058e+01,-1.013463708478857654e+02,-9.717980739354473485e+01,-9.924648128242861844e+01,-9.535630478018980227e+01,-9.570894236082992279e+01,-1.010970393286063427e+02,-1.058118446453750323e+02,-9.732335132378784692e+01,-9.155293059933057975e+01,-9.268593910730663765e+01,-9.945405947379946099e+01,-9.532934469122955079e+01,-9.040033399757808752e+01,-1.014854801553022838e+02,-1.000982432421073725e+02,-1.032810389821169679e+02,-1.028408115100293543e+02,-1.081203476589569874e+02,-1.015428718435878466e+02,-1.034352731753289163e+02,-9.975384627375325408e+01,-1.028637319563313781e+02,-1.082543168880371098e+02,-1.101969015063236270e+02,-1.043115541211600998e+02,-1.004405381194246303e+02,-1.014726043253791516e+02,-1.057495328231797913e+02,-1.016788583691537156e+02,-9.893763897238126503e+01,-1.068207864964517171e+02,-1.092509233162333544e+02,-1.100397479317778249e+02,-1.075207107626058871e+02,-1.156006338868802601e+02,-1.097550443559198357e+02,-1.056305405105586885e+02,-1.036268930464835307e+02,-1.058465866542745033e+02,-1.127173442288729177e+02,-1.159400412576196970e+02,-1.118670533916127710e+02,-1.063294433394042784e+02,-1.085634424000742655e+02,-1.116962770893601373e+02,-1.106191434305703467e+02,-1.039214355753228887e+02,-1.053075814647072548e+02,-1.127036871613908602e+02
-9.350897364424587010e+01,-9.394629814877383467e+01,-9.893428853060662220e+01,-9.459137114310996708e+01,-9.404568906877179302e+01,-9.271806529323271207e+01,-9.786504172073247787e+01,-1.007973960340046062e+02,-1.029329161014277361e+02,-9.890455170230788440e+01,-9.302513420865889771e+01,-9.553491245333938764e+01,-9.851072585856962860e+01,-9.350912073577156036e+01,-9.251631848188208096e+01,-9.809438719030356424e+01,-1.006686335408681714e+02,-9.633230407742740908e+01,-9.762912118875605927e+01,-1.001523730717163971e+02,-9.538882393626192879e+01,-9.533910962483324170e+01,-9.658662094170590251e+01,-1.004481727238894564e+02,-1.036458254972100121e+02,-1.048736891199302192e+02,-1.004116009188439307e+02,-9.516478391887704902e+01,-9.570505936019841897e+01,-9.932183618969733629e+01,-9.416143756440263246e+01,-9.384045199867732379e+01,-1.014881621278755972e+02,-1.021898667124286817e+02,-9.645923553898124680e+01,-9.874070758780250401e+01,-1.013249242855603569e+02,-9.592775711110822101e+01,-9.499963993616169944e+01,-9.706839668786180653e+01,-1.000929175785345251e+02,-1.038704062729303530e+02,-1.057280268598950812e+02,-1.005298766022253005e+02,-9.521838613991336331e+01,-9.563713839581090781e+01,-9.983401591187968904e+01,-9.524435121769118950e+01,-9.375772111656564789e+01,-1.012607948263262045e+02,-1.027005043022528810e+02,-1.026490617338137241e+02,-1.042638968483767883e+02,-1.080054165626483353e+02,-1.001944860843904621e+02,-1.003983086646760796e+02,-1.004199036485409522e+02,-1.035385730770750286e+02,-1.077677519721268879e+02,-1.095151164418387850e+02,-1.039370152882150222e+02,-9.846160701687921346e+01,-9.926720679107434364e+01,-1.051716959241796872e+02,-1.002328691608819469e+02,-9.723183230957982914e+01,-1.039427257504492559e+02,-1.076421815950785401e+02,-1.088120812601554377e+02,-1.078412815842893053e+02,-1.134284031629992171e+02,-1.038599419486949671e+02,-1.064832338779358594e+02,-1.035423579474450690e+02,-1.037502743056525958e+02,-1.090816954084791632e+02,-1.133170538698735612e+02,-1.067728089980699053e+02,-1.001260377087010056e+02,-1.022847010112472645e+02,-1.098786324027740307e+02,-1.079518832870449643e+02,-9.975874694667284359e+01,-1.071948535011579082e+02,-1.109416616800225199e+02
-9.232941193269003577e+01,-9.372103095639008075e+01,-9.970195522282182310e+01,-9.382347774294753151e+01,-9.238895550976491222e+01,-9.078994767527555609e+01,-9.638342552332613877e+01,-9.905676706080247129e+01,-1.037252720458180448e+02,-9.820281292756487801e+01,-9.397971344935885440e+01,-9.706909275391407732e+01,-9.867758882135410659e+01,-9.419076064041529150e+01,-9.311787911262504736e+01,-9.814957282371551628e+01,-1.024118609403012812e+02,-9.430399929798288383e+01,-9.536984226295510325e+01,-1.031931312143542527e+02,-9.543998409131214089e+01,-9.291823793769663098e+01,-9.368121548944115773e+01,-9.724675684365571726e+01,-1.007070217337589355e+02,-1.041644922142277778e+02,-1.003602322987783566e+02,-9.535857245411051508e+01,-9.742813889993017540e+01,-1.008046884408823018e+02,-9.547082617855872400e+01,-9.585762050291735648e+01,-1.020346776458572151e+02,-1.071284800357197753e+02,-9.452192550026093443e+01,-9.587031421102196305e+01,-1.050735653669662355e+02,-9.529702062718310174e+01,-9.289340958573593809e+01,-9.403842678076108541e+01,-9.765358398018631192e+01,-1.024701678823521718e+02,-1.046561650619495651e+02,-1.012438911884690071e+02,-9.549572425728456437e+01,-9.742727334767455716e+01,-1.020998921756279429e+02,-9.622198749109087146e+01,-9.538745464434478549e+01,-1.017709088788810021e+02,-1.064015323093757530e+02,-1.031642988028816603e+02,-1.031812835883919206e+02,-1.101331802760223297e+02,-1.003926718107791487e+02,-1.001786548989584134e+02,-1.010186667141072405e+02,-1.036626369288996443e+02,-1.082816971405782738e+02,-1.103685804619998976e+02,-1.041266654990383245e+02,-9.836035846115404979e+01,-9.932215877529931447e+01,-1.052599706261476626e+02,-1.005483750775452307e+02,-9.706080048897118218e+01,-1.029623701282579873e+02,-1.077760171266496059e+02,-1.070047852523825043e+02,-1.080970980461193705e+02,-1.145326899438797312e+02,-1.036279559727135364e+02,-1.054517894556438620e+02,-1.025723644599547981e+02,-1.030817575723041557e+02,-1.086137402528497802e+02,-1.126013773663591593e+02,-1.061718835252809328e+02,-9.970656893372532181e+01,-1.022425597855528423e+02,-1.098147843275124700e+02,-1.070282076920795049e+02,-9.960174521915544688e+01,-1.062631395020480056e+02,-1.107688081200218875e+02
-8.918174066246825760e+01,-9.004408059691490962e+01,-9.734000777143876348e+01,-8.997861943371930238e+01,-8.858222718232495652e+01,-8.850494693169380866e+01,-9.126999981946121920e+01,-9.654525025214638845e+01,-1.008242368128214537e+02,-9.434986668843548330e+01,-8.991199961833902421e+01,-9.215042758235676956e+01,-9.454956190342198852e+01,-9.190177312268355081e+01,-9.226918696613418547e+01,-9.762883456285480577e+01,-1.013969016733287845e+02,-9.536783951752255462e+01,-9.489736377219045949e+01,-1.053384159025602571e+02,-9.706634858633984209e+01,-9.403204660391416780e+01,-9.432742491207389435e+01,-9.626908530149314913e+01,-1.003555685332186584e+02,-1.048097629701244955e+02,-9.984918890731108831e+01,-9.507831323163333082e+01,-9.752584279458386618e+01,-1.020907185563751938e+02,-9.706623615641626657e+01,-9.525565463330552518e+01,-1.021179043375200877e+02,-1.054646248271106970e+02,-9.685745935723880962e+01,-9.657123678080057516e+01,-1.064235111582937492e+02,-9.892394567797848026e+01,-9.501164185472168811e+01,-9.517249099830323189e+01,-9.784412282157309448e+01,-1.017939340018031089e+02,-1.061773436923629959e+02,-1.017277942100350430e+02,-9.622657765484738945e+01,-9.940193733058410430e+01,-1.042993595225533312e+02,-9.911206657741979598e+01,-9.562816310572580392e+01,-1.017373772882479983e+02,-1.059300324156863553e+02,-1.044681956829778215e+02,-1.033879412707812406e+02,-1.130177322001405003e+02,-1.035524013880949070e+02,-1.024049349505646802e+02,-1.012529211948383647e+02,-1.036440182563465839e+02,-1.076473322423822339e+02,-1.122172664147135208e+02,-1.067578300086276357e+02,-1.013907187068669487e+02,-1.050310013116935295e+02,-1.094678826736993642e+02,-1.048027128390121305e+02,-1.001921459991711032e+02,-1.043208681840196164e+02,-1.100917950897770083e+02,-1.083004367202088503e+02,-1.091876183009062089e+02,-1.169971785108744058e+02,-1.089984133145010219e+02,-1.063771483239434303e+02,-1.040600461467908673e+02,-1.053475281737648857e+02,-1.115885386595357573e+02,-1.139245132387988946e+02,-1.092203964120849093e+02,-1.057307588068818376e+02,-1.090216108222462168e+02,-1.122726586151544979e+02,-1.094734076209643376e+02,-1.054558993647177516e+02,-1.071513537410438772e+02,-1.140195661347845970e+02
-8.962322946418426284e+01,-9.281370956226791691e+01,-9.849660712022873099e+01,-9.036262015146954241e+01,-8.896185726630943691e+01,-8.956320361954840337e+01,-9.147512884556934409e+01,-9.649661424971728252e+01,-1.001115565205046920e+02,-9.407446820712975466e+01,-9.147641131023956973e+01,-9.271089219500912293e+01,-9.499695391008091860e+01,-9.138194757747396579e+01,-9.666240074869972432e+01,-1.014885987020444134e+02,-1.016387094399748889e+02,-9.445738132892279282e+01,-9.877899677574669113e+01,-1.039546926268945697e+02,-9.982085346248149449e+01,-9.493048067596629380e+01,-9.581051078319299563e+01,-9.605740483861595180e+01,-1.017799883719572307e+02,-1.044730531581293747e+02,-9.792871558900947093e+01,-9.600718397332850884e+01,-9.861556086970396962e+01,-1.012674438325480679e+02,-9.780513567563897936e+01,-9.628579277470569764e+01,-1.029096279604356994e+02,-1.041345864700780339e+02,-9.637499484335677380e+01,-9.908620901965534244e+01,-1.049188766175961689e+02,-1.017487600803158472e+02,-9.643478140748032956e+01,-9.779863741482998307e+01,-9.841499171245911270e+01,-1.036099541682802112e+02,-1.068927080892416654e+02,-9.967074409245783784e+01,-9.764382274708023601e+01,-1.000906086685401704e+02,-1.025610122731369387e+02,-9.894490447022479884e+01,-9.712441282809572840e+01,-1.019424288621086703e+02,-1.041398948412231675e+02,-1.007621487304438403e+02,-1.019055765514394238e+02,-1.099496648109911945e+02,-1.023327650950974146e+02,-1.011613930555741092e+02,-1.007327246501081390e+02,-1.012776302752734239e+02,-1.053231094083778174e+02,-1.100729906613162399e+02,-1.048842165268059858e+02,-1.016448260793735869e+02,-1.032134233618591566e+02,-1.069169987228653866e+02,-1.032550697859126814e+02,-1.008707992149865191e+02,-1.032719992218081018e+02,-1.088019891422932233e+02,-1.033306039952633313e+02,-1.078820535208753171e+02,-1.178180254017332658e+02,-1.098450317196624439e+02,-1.030955356078124368e+02,-1.033802713364154613e+02,-1.038364008922497135e+02,-1.092459244757065306e+02,-1.144365461425544623e+02,-1.082049814686509848e+02,-1.050827049347408604e+02,-1.077084636667230342e+02,-1.136091003862575235e+02,-1.091451177940304973e+02,-1.047469375561954479e+02,-9.986300302558292685e+01,-1.158561418155663603e+02
